model_key,mileage,fuel,paint_color,car_type,price,sold_at,model_key_spaceless,model_index_inrange,MPower_yn,highMiles_yn,lowMiles_yn,superHighMiles_yn,fast_yn,condition
320,94654,diesel,black,estate,17700,2018-01-01,320,320BMW,no,no,yes,no,no,used
530,164621,diesel,white,estate,25600,2018-01-01,530,530BMW,no,yes,no,no,no,used
525,86420,diesel,brown,estate,26700,2018-01-01,525,525BMW,no,no,yes,no,no,used
320,200121,diesel,black,estate,11400,2018-01-01,320,320BMW,no,yes,no,no,no,used
530,92856,diesel,blue,estate,25600,2018-01-01,530,530BMW,no,no,yes,no,no,used
320,75373,diesel,blue,estate,19900,2018-01-01,320,320BMW,no,no,yes,no,no,used
320,152137,diesel,black,estate,11700,2018-01-01,320,320BMW,no,yes,no,no,no,used
318,165851,diesel,grey,estate,10800,2018-01-01,318,318BMW,no,yes,no,no,no,used
320,171266,diesel,white,estate,16100,2018-01-01,320,320BMW,no,yes,no,no,no,used
520,161666,diesel,black,estate,15200,2018-01-01,520,520BMW,no,yes,no,no,no,used
320,229128,diesel,white,estate,13100,2018-01-01,320,320BMW,no,yes,no,no,no,used
520,168180,diesel,black,estate,15800,2018-01-01,520,520BMW,no,yes,no,no,no,used
320,106596,diesel,black,estate,12600,2018-01-01,320,320BMW,no,no,no,no,no,used
320,165599,diesel,black,estate,16300,2018-01-01,320,320BMW,no,yes,no,no,no,used
530,159773,diesel,grey,estate,13700,2018-03-01,530,530BMW,no,yes,no,no,no,used
520,212710,diesel,black,estate,5000,2018-03-01,520,520BMW,no,yes,no,no,no,used
320,151246,diesel,silver,estate,13300,2018-02-01,320,320BMW,no,yes,no,no,no,used
316,84734,diesel,grey,estate,12600,2018-04-01,316,316BMW,no,no,yes,no,no,used
535,121436,diesel,black,estate,31300,2018-02-01,535,535BMW,no,no,no,no,no,used
320,47771,diesel,silver,estate,13100,2018-03-01,320,320BMW,no,no,yes,no,no,new
316,164998,diesel,black,estate,11100,2018-03-01,316,316BMW,no,yes,no,no,no,used
520,109391,diesel,grey,estate,25500,2018-02-01,520,520BMW,no,no,no,no,no,used
318,185141,diesel,grey,estate,11200,2018-02-01,318,318BMW,no,yes,no,no,no,used
530,140904,diesel,white,estate,20600,2018-03-01,530,530BMW,no,no,no,no,no,used
318,109195,diesel,white,estate,13100,2018-02-01,318,318BMW,no,no,no,no,no,used
318,129181,diesel,grey,estate,10600,2018-07-01,318,318BMW,no,no,no,no,no,used
320,99600,diesel,blue,estate,14300,2018-03-01,320,320BMW,no,no,no,no,no,used
320,75254,diesel,blue,estate,15000,2018-03-01,320,320BMW,no,no,yes,no,no,used
318,124822,diesel,black,estate,10500,2018-08-01,318,318BMW,no,no,no,no,no,used
318,198759,diesel,blue,estate,9400,2018-02-01,318,318BMW,no,yes,no,no,no,used
320,125928,diesel,silver,estate,13600,2018-02-01,320,320BMW,no,no,no,no,no,used
318,95636,diesel,white,estate,14500,2018-02-01,318,318BMW,no,no,yes,no,no,used
320,121742,diesel,blue,estate,15400,2018-02-01,320,320BMW,no,no,no,no,no,used
318,217330,diesel,black,estate,5000,2018-03-01,318,318BMW,no,yes,no,no,no,used
320,109620,diesel,grey,estate,15400,2018-02-01,320,320BMW,no,no,no,no,no,used
318,190639,diesel,brown,estate,9300,2018-02-01,318,318BMW,no,yes,no,no,no,used
320,136093,diesel,white,estate,13400,2018-03-01,320,320BMW,no,no,no,no,no,used
316,146879,diesel,brown,estate,9900,2018-02-01,316,316BMW,no,no,no,no,no,used
320,191556,diesel,blue,estate,12600,2018-02-01,320,320BMW,no,yes,no,no,no,used
520,147891,diesel,black,estate,17100,2018-02-01,520,520BMW,no,no,no,no,no,used
318,198084,diesel,blue,estate,9700,2018-02-01,318,318BMW,no,yes,no,no,no,used
520,80403,diesel,black,estate,20000,2018-02-01,520,520BMW,no,no,yes,no,no,used
320,106442,diesel,black,estate,17300,2018-02-01,320,320BMW,no,no,no,no,no,used
520,123353,diesel,silver,estate,17400,2018-02-01,520,520BMW,no,no,no,no,no,used
520,161432,diesel,black,estate,14900,2018-02-01,520,520BMW,no,yes,no,no,no,used
520,85319,diesel,grey,estate,19300,2018-02-01,520,520BMW,no,no,yes,no,no,used
320,162550,diesel,black,estate,12100,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,188982,diesel,black,estate,3800,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,94987,diesel,white,estate,8600,2018-02-01,318,318BMW,no,no,yes,no,no,used
330,231261,diesel,black,estate,9500,2018-02-01,330,330BMW,no,yes,no,no,no,used
316,79964,diesel,white,estate,12900,2018-02-01,316,316BMW,no,no,yes,no,no,used
318,110913,diesel,grey,estate,15400,2018-02-01,318,318BMW,no,no,no,no,no,used
320,181751,diesel,black,estate,12600,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,102377,diesel,blue,estate,14600,2018-02-01,320,320BMW,no,no,no,no,no,used
320,176702,diesel,white,estate,14500,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,216144,diesel,grey,estate,11800,2018-02-01,318,318BMW,no,yes,no,no,no,used
318,169410,diesel,white,estate,13000,2018-02-01,318,318BMW,no,yes,no,no,no,used
525,201782,petrol,blue,estate,6200,2018-02-01,525,525BMW,no,yes,no,no,no,used
318,116892,diesel,blue,estate,10100,2018-02-01,318,318BMW,no,no,no,no,no,used
320,124389,diesel,black,estate,17000,2018-02-01,320,320BMW,no,no,no,no,no,used
316,161739,diesel,grey,estate,11000,2018-02-01,316,316BMW,no,yes,no,no,no,used
518,193500,diesel,black,estate,12900,2018-02-01,518,518BMW,no,yes,no,no,no,used
318,144913,diesel,blue,estate,10200,2018-02-01,318,318BMW,no,no,no,no,no,used
320,135491,diesel,black,estate,12600,2018-02-01,320,320BMW,no,no,no,no,no,used
318,109600,diesel,white,estate,14900,2018-02-01,318,318BMW,no,no,no,no,no,used
318,63604,diesel,brown,estate,9600,2018-02-01,318,318BMW,no,no,yes,no,no,used
520,119035,diesel,grey,estate,19000,2018-02-01,520,520BMW,no,no,no,no,no,used
520,109012,diesel,black,estate,14300,2018-02-01,520,520BMW,no,no,no,no,no,used
320,110323,diesel,grey,estate,14900,2018-02-01,320,320BMW,no,no,no,no,no,used
318,158577,diesel,black,estate,11400,2018-02-01,318,318BMW,no,yes,no,no,no,used
318,160015,diesel,black,estate,12700,2018-02-01,318,318BMW,no,yes,no,no,no,used
320,106206,diesel,blue,estate,11200,2018-02-01,320,320BMW,no,no,no,no,no,used
320,160911,diesel,white,estate,13600,2018-02-01,320,320BMW,no,yes,no,no,no,used
525,165731,diesel,grey,estate,15700,2018-02-01,525,525BMW,no,yes,no,no,no,used
318,115924,diesel,white,estate,15600,2018-02-01,318,318BMW,no,no,no,no,no,used
318,168331,diesel,silver,estate,8000,2018-08-01,318,318BMW,no,yes,no,no,no,used
525,95534,diesel,black,estate,25200,2018-02-01,525,525BMW,no,no,yes,no,no,used
525,154178,diesel,grey,estate,15500,2018-02-01,525,525BMW,no,yes,no,no,no,used
318,120859,diesel,red,estate,11700,2018-02-01,318,318BMW,no,no,no,no,no,used
320,121019,diesel,brown,estate,13100,2018-02-01,320,320BMW,no,no,no,no,no,used
530,223390,diesel,black,estate,15600,2018-02-01,530,530BMW,no,yes,no,no,no,used
525,204150,diesel,grey,estate,15700,2018-02-01,525,525BMW,no,yes,no,no,no,used
520,200444,diesel,black,estate,16200,2018-02-01,520,520BMW,no,yes,no,no,no,used
520,165271,petrol,black,estate,11900,2018-02-01,520,520BMW,no,yes,no,no,no,used
530,119760,diesel,black,estate,25800,2018-02-01,530,530BMW,no,no,no,no,no,used
320,121960,diesel,silver,estate,15200,2018-02-01,320,320BMW,no,no,no,no,no,used
318,85238,diesel,grey,estate,13300,2018-02-01,318,318BMW,no,no,yes,no,no,used
520,255773,diesel,grey,estate,9900,2018-02-01,520,520BMW,no,yes,no,no,no,used
320,92526,diesel,brown,estate,15500,2018-02-01,320,320BMW,no,no,yes,no,no,used
316,160619,diesel,black,estate,11700,2018-04-01,316,316BMW,no,yes,no,no,no,used
530,165593,diesel,grey,estate,20900,2018-02-01,530,530BMW,no,yes,no,no,no,used
320,160800,petrol,silver,estate,10100,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,152360,diesel,grey,estate,11100,2018-02-01,318,318BMW,no,yes,no,no,no,used
535,189348,diesel,white,estate,23500,2018-02-01,535,535BMW,no,yes,no,no,no,used
316,119576,diesel,black,estate,13100,2018-02-01,316,316BMW,no,no,no,no,no,used
530,131164,diesel,grey,estate,27400,2018-02-01,530,530BMW,no,no,no,no,no,used
530,95639,diesel,black,estate,23900,2018-02-01,530,530BMW,no,no,yes,no,no,used
320,260831,diesel,blue,estate,4500,2018-02-01,320,320BMW,no,yes,no,no,no,used
316,164633,diesel,black,estate,13700,2018-02-01,316,316BMW,no,yes,no,no,no,used
520,130433,diesel,black,estate,19000,2018-02-01,520,520BMW,no,no,no,no,no,used
320,145903,diesel,white,estate,13800,2018-02-01,320,320BMW,no,no,no,no,no,used
320,151490,diesel,black,estate,11700,2018-04-01,320,320BMW,no,yes,no,no,no,used
520,145918,diesel,grey,estate,10000,2018-08-01,520,520BMW,no,no,no,no,no,used
320,134304,diesel,black,estate,15800,2018-02-01,320,320BMW,no,no,no,no,no,used
116,72374,diesel,red,estate,9500,2018-04-01,116,116BMW,no,no,yes,no,no,used
320,113846,diesel,grey,estate,14200,2018-02-01,320,320BMW,no,no,no,no,no,used
316,145193,diesel,grey,estate,11100,2018-02-01,316,316BMW,no,no,no,no,no,used
320,199053,diesel,white,estate,9800,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,158801,diesel,black,estate,12300,2018-02-01,318,318BMW,no,yes,no,no,no,used
535,149229,diesel,blue,estate,24300,2018-02-01,535,535BMW,no,no,no,no,no,used
318,189325,diesel,grey,estate,10600,2018-04-01,318,318BMW,no,yes,no,no,no,used
320,234365,diesel,black,estate,16200,2018-02-01,320,320BMW,no,yes,no,no,no,used
520,126551,diesel,black,estate,16300,2018-02-01,520,520BMW,no,no,no,no,no,used
320,204858,diesel,black,estate,10100,2018-04-01,320,320BMW,no,yes,no,no,no,used
330,110465,diesel,grey,estate,13700,2018-04-01,330,330BMW,no,no,no,no,no,used
520,166404,diesel,grey,estate,11900,2018-02-01,520,520BMW,no,yes,no,no,no,used
530,189844,diesel,grey,estate,6600,2018-02-01,530,530BMW,no,yes,no,no,no,used
520,190417,diesel,black,estate,5500,2018-02-01,520,520BMW,no,yes,no,no,no,used
318,131871,diesel,blue,estate,13800,2018-02-01,318,318BMW,no,no,no,no,no,used
320,107042,diesel,black,estate,14200,2018-02-01,320,320BMW,no,no,no,no,no,used
530,115533,diesel,black,estate,23200,2018-02-01,530,530BMW,no,no,no,no,no,used
318,126591,diesel,black,estate,12100,2018-02-01,318,318BMW,no,no,no,no,no,used
320,193673,diesel,silver,estate,12800,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,111622,diesel,black,estate,15400,2018-02-01,318,318BMW,no,no,no,no,no,used
316,95787,diesel,black,estate,9900,2018-02-01,316,316BMW,no,no,yes,no,no,used
325,182768,diesel,blue,estate,15400,2018-04-01,325,325BMW,no,yes,no,no,no,used
520,188160,diesel,grey,estate,15800,2018-02-01,520,520BMW,no,yes,no,no,no,used
318,179770,diesel,white,estate,12100,2018-02-01,318,318BMW,no,yes,no,no,no,used
316,146581,diesel,brown,estate,10500,2018-02-01,316,316BMW,no,no,no,no,no,used
525,316855,diesel,black,estate,9400,2018-04-01,525,525BMW,no,yes,no,yes,no,used
530,155270,diesel,black,estate,17700,2018-02-01,530,530BMW,no,yes,no,no,no,used
520,156732,diesel,brown,estate,15400,2018-02-01,520,520BMW,no,yes,no,no,no,used
318,137756,diesel,blue,estate,12000,2018-02-01,318,318BMW,no,no,no,no,no,used
318,164442,diesel,brown,estate,10100,2018-02-01,318,318BMW,no,yes,no,no,no,used
520,123782,diesel,grey,estate,18100,2018-02-01,520,520BMW,no,no,no,no,no,used
520,94089,diesel,grey,estate,14600,2018-02-01,520,520BMW,no,no,yes,no,no,used
320,63587,diesel,silver,estate,18800,2018-06-01,320,320BMW,no,no,yes,no,no,used
320,309641,diesel,black,estate,10400,2018-02-01,320,320BMW,no,yes,no,yes,no,used
520,138483,diesel,black,estate,20300,2018-02-01,520,520BMW,no,no,no,no,no,used
320,172945,diesel,grey,estate,7500,2018-02-01,320,320BMW,no,yes,no,no,no,used
330,79812,diesel,grey,estate,20500,2018-02-01,330,330BMW,no,no,yes,no,no,used
320,169063,diesel,black,estate,6000,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,119162,diesel,black,estate,11900,2018-02-01,318,318BMW,no,no,no,no,no,used
320,156392,diesel,grey,estate,12100,2018-02-01,320,320BMW,no,yes,no,no,no,used
520,76452,diesel,brown,estate,19000,2018-07-01,520,520BMW,no,no,yes,no,no,used
530,178174,diesel,blue,estate,16500,2018-02-01,530,530BMW,no,yes,no,no,no,used
320,130878,diesel,grey,estate,15000,2018-08-01,320,320BMW,no,no,no,no,no,used
320,212126,diesel,blue,estate,9500,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,173722,diesel,black,estate,8200,2018-02-01,318,318BMW,no,yes,no,no,no,used
320,119417,diesel,grey,estate,16400,2018-02-01,320,320BMW,no,no,no,no,no,used
318,3142,diesel,blue,estate,21400,2018-02-01,318,318BMW,no,no,yes,no,no,new
316,145081,diesel,black,estate,12600,2018-02-01,316,316BMW,no,no,no,no,no,used
320,332702,diesel,black,estate,1500,2018-02-01,320,320BMW,no,yes,no,yes,no,used
318,141717,diesel,black,estate,13000,2018-02-01,318,318BMW,no,no,no,no,no,used
320,200023,diesel,black,estate,12100,2018-02-01,320,320BMW,no,yes,no,no,no,used
520,90251,diesel,black,estate,22100,2018-02-01,520,520BMW,no,no,yes,no,no,used
316,81104,diesel,grey,estate,14900,2018-02-01,316,316BMW,no,no,yes,no,no,used
518,158288,diesel,brown,estate,15700,2018-02-01,518,518BMW,no,yes,no,no,no,used
316,99809,diesel,white,estate,13900,2018-04-01,316,316BMW,no,no,no,no,no,used
318,170350,diesel,white,estate,10200,2018-02-01,318,318BMW,no,yes,no,no,no,used
520,150880,diesel,black,estate,17700,2018-02-01,520,520BMW,no,yes,no,no,no,used
520,307725,diesel,black,estate,11000,2018-02-01,520,520BMW,no,yes,no,yes,no,used
320,167125,diesel,black,estate,15500,2018-02-01,320,320BMW,no,yes,no,no,no,used
318,120872,diesel,grey,estate,12700,2018-08-01,318,318BMW,no,no,no,no,no,used
520,166387,diesel,grey,estate,5400,2018-04-01,520,520BMW,no,yes,no,no,no,used
320,134108,diesel,grey,estate,11900,2018-02-01,320,320BMW,no,no,no,no,no,used
520,141725,diesel,beige,estate,12400,2018-02-01,520,520BMW,no,no,no,no,no,used
520,108352,diesel,white,estate,20200,2018-02-01,520,520BMW,no,no,no,no,no,used
320,227691,diesel,black,estate,10500,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,186202,diesel,black,estate,12300,2018-02-01,320,320BMW,no,yes,no,no,no,used
520,250531,diesel,blue,estate,5800,2018-02-01,520,520BMW,no,yes,no,no,no,used
320,157615,diesel,brown,estate,9900,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,115132,diesel,silver,estate,17700,2018-02-01,320,320BMW,no,no,no,no,no,used
520,174417,diesel,black,estate,15000,2018-02-01,520,520BMW,no,yes,no,no,no,used
520,149069,diesel,blue,estate,18400,2018-02-01,520,520BMW,no,no,no,no,no,used
520,149135,diesel,black,estate,15000,2018-02-01,520,520BMW,no,no,no,no,no,used
318,138515,diesel,brown,estate,8600,2018-07-01,318,318BMW,no,no,no,no,no,used
520,161316,diesel,white,estate,16700,2018-02-01,520,520BMW,no,yes,no,no,no,used
318,104267,diesel,brown,estate,10600,2018-02-01,318,318BMW,no,no,no,no,no,used
318,167761,diesel,brown,estate,9500,2018-02-01,318,318BMW,no,yes,no,no,no,used
318,202713,diesel,silver,estate,10100,2018-02-01,318,318BMW,no,yes,no,no,no,used
530,166080,diesel,blue,estate,24800,2018-02-01,530,530BMW,no,yes,no,no,no,used
318,105805,diesel,blue,estate,15500,2018-02-01,318,318BMW,no,no,no,no,no,used
318,186893,diesel,grey,estate,11400,2018-02-01,318,318BMW,no,yes,no,no,no,used
318,255263,diesel,black,estate,6900,2018-02-01,318,318BMW,no,yes,no,no,no,used
320,159316,diesel,grey,estate,11600,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,48747,diesel,black,estate,17800,2018-02-01,320,320BMW,no,no,yes,no,no,new
318,52923,diesel,grey,estate,30600,2018-07-01,318,318BMW,no,no,yes,no,no,used
525,245352,diesel,green,estate,6900,2018-04-01,525,525BMW,no,yes,no,no,no,used
320,155981,diesel,blue,estate,11200,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,162079,diesel,red,estate,11300,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,105097,diesel,black,estate,18600,2018-02-01,320,320BMW,no,no,no,no,no,used
320,115498,diesel,black,estate,17400,2018-02-01,320,320BMW,no,no,no,no,no,used
320,282959,diesel,grey,estate,12600,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,123134,diesel,black,estate,16700,2018-02-01,320,320BMW,no,no,no,no,no,used
518,186668,diesel,grey,estate,14200,2018-02-01,518,518BMW,no,yes,no,no,no,used
320,200614,diesel,grey,estate,10900,2018-02-01,320,320BMW,no,yes,no,no,no,used
525,253181,diesel,black,estate,6900,2018-02-01,525,525BMW,no,yes,no,no,no,used
530,14902,diesel,white,estate,33900,2018-02-01,530,530BMW,no,no,yes,no,no,new
318,313108,diesel,black,estate,3600,2018-02-01,318,318BMW,no,yes,no,yes,no,used
320,134410,diesel,black,estate,13700,2018-02-01,320,320BMW,no,no,no,no,no,used
320,65478,diesel,white,estate,14600,2018-02-01,320,320BMW,no,no,yes,no,no,used
520,289658,diesel,blue,estate,6900,2018-08-01,520,520BMW,no,yes,no,no,no,used
520,163803,diesel,grey,estate,13100,2018-02-01,520,520BMW,no,yes,no,no,no,used
320,111457,diesel,black,estate,18000,2018-04-01,320,320BMW,no,no,no,no,no,used
525,122550,diesel,black,estate,15500,2018-02-01,525,525BMW,no,no,no,no,no,used
318,152652,diesel,white,estate,12200,2018-02-01,318,318BMW,no,yes,no,no,no,used
335,41253,diesel,red,estate,36000,2018-02-01,335,335BMW,no,no,yes,no,no,new
320,106692,diesel,blue,estate,13800,2018-02-01,320,320BMW,no,no,no,no,no,used
318,151683,diesel,white,estate,11200,2018-02-01,318,318BMW,no,yes,no,no,no,used
520,196079,diesel,black,estate,14500,2018-02-01,520,520BMW,no,yes,no,no,no,used
530,182009,diesel,blue,estate,22100,2018-02-01,530,530BMW,no,yes,no,no,no,used
525,76574,diesel,white,estate,30200,2018-02-01,525,525BMW,no,no,yes,no,no,used
320,135501,diesel,black,estate,10500,2018-06-01,320,320BMW,no,no,no,no,no,used
520,164998,diesel,blue,estate,25300,2018-02-01,520,520BMW,no,yes,no,no,no,used
320,183119,diesel,black,estate,14400,2018-04-01,320,320BMW,no,yes,no,no,no,used
318,193485,diesel,grey,estate,7200,2018-02-01,318,318BMW,no,yes,no,no,no,used
316,34489,diesel,black,estate,13600,2018-02-01,316,316BMW,no,no,yes,no,no,new
320,155357,diesel,grey,estate,11300,2018-02-01,320,320BMW,no,yes,no,no,no,used
320,111903,diesel,white,estate,14600,2018-02-01,320,320BMW,no,no,no,no,no,used
320,120794,diesel,white,estate,16400,2018-02-01,320,320BMW,no,no,no,no,no,used
525,124588,diesel,black,estate,20700,2018-02-01,525,525BMW,no,no,no,no,no,used
320,98138,diesel,black,estate,16700,2018-04-01,320,320BMW,no,no,yes,no,no,used
525,153575,diesel,black,estate,22700,2018-02-01,525,525BMW,no,yes,no,no,no,used
316,174393,diesel,white,estate,11300,2018-02-01,316,316BMW,no,yes,no,no,no,used
320,194678,diesel,black,estate,9000,2018-02-01,320,320BMW,no,yes,no,no,no,used
316,29668,diesel,brown,estate,20300,2018-03-01,316,316BMW,no,no,yes,no,no,new
318,157129,diesel,blue,estate,11500,2018-03-01,318,318BMW,no,yes,no,no,no,used
320,208638,diesel,red,estate,13400,2018-03-01,320,320BMW,no,yes,no,no,no,used
520,92840,diesel,brown,estate,19600,2018-03-01,520,520BMW,no,no,yes,no,no,used
520,204854,diesel,black,estate,15400,2018-03-01,520,520BMW,no,yes,no,no,no,used
318,177528,diesel,black,estate,12900,2018-03-01,318,318BMW,no,yes,no,no,no,used
320,73515,petrol,blue,estate,15200,2018-06-01,320,320BMW,no,no,yes,no,no,used
520,188264,diesel,white,estate,15500,2018-03-01,520,520BMW,no,yes,no,no,no,used
318,84321,diesel,black,estate,16100,2018-03-01,318,318BMW,no,no,yes,no,no,used
520,484615,diesel,blue,estate,8300,2018-03-01,520,520BMW,no,yes,no,yes,no,used
320,88795,diesel,blue,estate,13200,2018-03-01,320,320BMW,no,no,yes,no,no,used
520,137921,diesel,black,estate,24300,2018-03-01,520,520BMW,no,no,no,no,no,used
520,186211,diesel,blue,estate,12500,2018-03-01,520,520BMW,no,yes,no,no,no,used
520,211276,diesel,blue,estate,8300,2018-03-01,520,520BMW,no,yes,no,no,no,used
318,104961,diesel,silver,estate,10100,2018-03-01,318,318BMW,no,no,no,no,no,used
525,124030,diesel,black,estate,22200,2018-03-01,525,525BMW,no,no,no,no,no,used
525,160471,diesel,black,estate,15600,2018-03-01,525,525BMW,no,yes,no,no,no,used
520,230225,diesel,grey,estate,6400,2018-03-01,520,520BMW,no,yes,no,no,no,used
325,77499,diesel,white,estate,14900,2018-03-01,325,325BMW,no,no,yes,no,no,used
318,145471,diesel,black,estate,10900,2018-03-01,318,318BMW,no,no,no,no,no,used
320,166866,diesel,blue,estate,15000,2018-03-01,320,320BMW,no,yes,no,no,no,used
525,148836,diesel,silver,estate,17600,2018-03-01,525,525BMW,no,no,no,no,no,used
320,139988,diesel,black,estate,14600,2018-03-01,320,320BMW,no,no,no,no,no,used
318,110683,diesel,black,estate,14600,2018-03-01,318,318BMW,no,no,no,no,no,used
520,133371,diesel,grey,estate,20100,2018-03-01,520,520BMW,no,no,no,no,no,used
520,168103,diesel,brown,estate,12300,2018-03-01,520,520BMW,no,yes,no,no,no,used
520,94144,diesel,black,estate,20500,2018-03-01,520,520BMW,no,no,yes,no,no,used
320,199877,diesel,grey,estate,10500,2018-03-01,320,320BMW,no,yes,no,no,no,used
530,137629,diesel,grey,estate,21800,2018-03-01,530,530BMW,no,no,no,no,no,used
320,153383,diesel,black,estate,9400,2018-03-01,320,320BMW,no,yes,no,no,no,used
520,47064,diesel,black,estate,22900,2018-03-01,520,520BMW,no,no,yes,no,no,new
520,121365,diesel,grey,estate,16400,2018-03-01,520,520BMW,no,no,no,no,no,used
530,159986,diesel,brown,estate,20000,2018-03-01,530,530BMW,no,yes,no,no,no,used
320,331183,diesel,black,estate,4000,2018-03-01,320,320BMW,no,yes,no,yes,no,used
520,177268,diesel,blue,estate,14500,2018-03-01,520,520BMW,no,yes,no,no,no,used
